Concurso;Data do Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Ganhadores 6 acertos;Cidade / UF;Rateio 6 acertos;Ganhadores 5 acertos;Rateio 5 acertos;Ganhadores 4 acertos;Rateio 4 acertos;Acumulado 6 acertos;Arrecadação Total;Estimativa prêmio;Acumulado Sorteio Especial Mega da Virada;Observação
1566;18/01/2014;5;6;11;32;36;60;1;ITAGUAÍ/RJ;R$14.791.263,61;133;R$19.327,16;8797;R$417,43;R$0,00;R$43.906.268,00;R$2.500.000,00;R$2.648.559,87;
1567;22/01/2014;2;15;30;38;48;53;0;;R$0,00;59;R$25.222,12;4463;R$476,33;R$2.741.246,19;R$25.417.944,00;R$6.000.000,00;R$3.040.166,48;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1568;25/01/2014;19;24;25;28;42;58;0;;R$0,00;103;R$18.255,37;7192;R$373,49;R$6.204.962,36;R$32.116.978,00;R$10.000.000,00;R$3.534.983,09;
1569;29/01/2014;5;15;18;31;42;53;0;;R$0,00;81;R$25.568,62;6718;R$440,40;R$21.628.185,40;R$35.375.222,00;R$27.000.000,00;R$4.079.998,49;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1570;01/02/2014;15;18;24;42;46;56;0;;R$0,00;225;R$13.231,54;11903;R$357,30;R$27.112.310,39;R$50.851.026,00;R$34.000.000,00;R$4.863.444,93;
1571;05/02/2014;3;29;32;46;55;60;0;;R$0,00;176;R$20.467,75;11857;R$434,02;R$33.748.171,78;R$61.530.392,00;R$41.000.000,00;R$5.811.425,14;Sorteio realizado em Estúdio de TV.
1572;08/02/2014;20;27;42;45;46;47;0;;R$0,00;93;R$46.724,09;11613;R$534,54;R$41.752.746,75;R$74.221.658,00;R$50.000.000,00;R$6.954.935,86;
1573;12/02/2014;7;16;21;35;36;38;0;;R$0,00;230;R$23.076,78;19015;R$398,75;R$51.530.013,98;R$90.658.778,00;R$62.000.000,00;R$8.351.688,34;Sorteio realizado em Estúdio de TV.
1574;15/02/2014;6;27;28;33;46;48;0;;R$0,00;459;R$14.318,71;29794;R$315,12;R$90.042.313,82;R$112.259.582,00;R$105.000.000,00;R$10.081.237,88;
1575;19/02/2014;1;4;5;14;45;56;1;SANTA BÁRBARA DOESTE/SP;R$111.503.902,49;709;R$16.432,41;42590;R$390,78;R$0,00;R$199.000.534,00;R$3.000.000,00;R$13.147.179,13;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1576;22/02/2014;13;15;21;26;30;46;0;;R$0,00;88;R$21.264,00;5886;R$454,16;R$3.447.005,08;R$31.962.026,00;R$7.000.000,00;R$13.639.608,44;
1577;26/02/2014;11;14;25;32;51;59;1;RIO DE JANEIRO/RJ;R$7.599.721,82;86;R$26.213,16;6004;R$536,38;R$0,00;R$38.505.670,00;R$2.500.000,00;R$14.232.853,70;SORTEIO REALIZADO EM ESTÚDIO DE TV
1578;01/03/2014;3;6;30;37;53;56;0;;R$0,00;107;R$16.801,81;6347;R$404,64;R$3.311.724,97;R$30.707.654,00;R$5.000.000,00;R$14.705.957,28;
1579;05/03/2014;25;34;40;49;51;60;0;;R$0,00;23;R$47.748,72;2180;R$719,67;R$26.955.151,45;R$18.758.424,00;R$33.000.000,00;R$14.994.962,69;SORTEIO REALIZADO EM ESTÚDIO DE TV
1580;08/03/2014;1;6;14;17;33;36;2;"RIO DE JANEIRO/RJ; SÃO PAULO/SP";R$16.776.243,36;378;R$9.474,63;20400;R$250,79;R$0,00;R$61.173.162,00;R$2.500.000,00;R$15.937.439,15;
1581;12/03/2014;14;15;25;30;31;34;0;;R$0,00;41;R$41.234,00;4202;R$574,75;R$3.114.252,13;R$28.876.606,00;R$7.000.000,00;R$16.382.332,33;SORTEIO REALIZADO EM ESTUDIO DE TV
1582;15/03/2014;1;4;13;17;38;48;1;SÃO PAULO/SP;R$7.343.875,35;125;R$18.368,65;10807;R$303,51;R$0,00;R$39.218.778,00;R$3.000.000,00;R$16.986.564,23;
1583;19/03/2014;2;9;17;18;45;47;0;;R$0,00;130;R$12.721,86;7907;R$298,80;R$3.046.550,39;R$28.248.848,00;R$6.500.000,00;R$17.421.785,73;Sorteio realizado em Estúdio de TV.
1584;22/03/2014;3;22;27;28;50;54;0;;R$0,00;97;R$22.466,84;7379;R$421,90;R$20.262.421,25;R$37.223.782,00;R$25.000.000,00;R$17.995.281,33;
1585;26/03/2014;2;43;47;48;49;55;0;;R$0,00;103;R$28.656,30;8235;R$512,03;R$25.699.576,97;R$50.415.508,00;R$33.000.000,00;R$18.772.017,88;SORTEIO REALIZADO EM ESTUDIO DE TV
1586;29/03/2014;8;39;43;46;47;58;0;;R$0,00;150;R$25.052,84;10556;R$508,57;R$32.622.073,40;R$64.188.188,00;R$40.000.000,00;R$19.760.945,96;
1587;02/04/2014;8;19;21;30;52;56;0;;R$0,00;179;R$25.221,63;12440;R$518,45;R$40.938.574,57;R$77.113.964,00;R$50.000.000,00;R$20.949.017,56;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1588;05/04/2014;23;29;32;36;45;49;2;"UBERLÂNDIA/MG; SÃO PAULO/SP";R$25.541.942,10;353;R$15.601,86;21216;R$370,84;R$0,00;R$94.071.416,00;R$2.500.000,00;R$22.398.347,52;
1589;09/04/2014;4;5;11;19;41;51;0;;R$0,00;87;R$19.464,78;7815;R$309,55;R$24.453.798,07;R$28.925.144,00;R$30.000.000,00;R$22.843.988,51;Sorteio realizado em Estúdio de TV.
1590;12/04/2014;7;20;34;40;44;55;0;;R$0,00;89;R$37.931,98;8050;R$599,10;R$30.672.645,09;R$57.663.666,00;R$38.000.000,00;R$23.732.395,24;
1591;16/04/2014;4;10;23;33;38;55;1;FIGUEIRÃO/MS;R$37.626.306,90;278;R$13.578,58;16180;R$333,29;R$0,00;R$64.477.166,00;R$2.000.000,00;R$24.725.775,52;Sorteio realizado em Estúdio de TV.
1592;19/04/2014;31;36;38;41;42;49;0;;R$0,00;23;R$57.425,97;2341;R$806,00;R$2.433.047,61;R$22.560.202,00;R$5.000.000,00;R$25.073.353,76;
1593;23/04/2014;4;9;17;18;21;38;1;RESTINGA/SP;R$5.259.292,04;136;R$11.281,23;8689;R$252,24;R$0,00;R$26.206.082,00;R$3.000.000,00;R$25.477.102,98;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1594;26/04/2014;6;7;8;23;43;53;0;;R$0,00;71;R$24.708,01;6341;R$395,22;R$16.848.508,95;R$29.964.214,00;R$22.000.000,00;R$25.938.752,61;
1595;30/04/2014;2;5;8;42;46;59;2;RIBEIRÃO PRETO/SP;R$10.975.751,52;236;R$11.738,12;12387;R$319,48;R$0,00;R$47.317.026,00;R$2.000.000,00;R$26.667.751,78;Sorteio realizado em Estúdio de TV.
1596;03/05/2014;1;5;7;10;12;45;1;Curitiba/PR;R$2.826.993,10;380;R$4.038,56;16970;R$129,19;R$0,00;R$26.213.024,00;R$3.000.000,00;R$27.071.607,95;
1597;07/05/2014;5;10;16;44;50;52;0;;R$0,00;57;R$28.914,82;5638;R$417,61;R$3.036.056,24;R$28.151.542,00;R$7.000.000,00;R$27.505.330,29;SORTEIO REALIZADO EM ESTÚDIO DE TV
1598;10/05/2014;29;31;36;42;47;53;0;;R$0,00;121;R$17.829,91;6776;R$454,84;R$7.010.250,78;R$36.850.340,00;R$12.000.000,00;R$28.073.072,37;
1599;14/05/2014;3;10;15;35;36;58;1;LOANDA/PR;R$11.882.469,39;135;R$19.591,99;8922;R$423,49;R$0,00;R$45.177.182,50;R$18.000.000,00;R$28.769.103,61;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1600;17/05/2014;9;23;32;35;46;57;1;PETRÓPOLIS/RJ;R$17.751.928,34;110;R$26.147,87;8443;R$486,66;R$0,00;R$49.128.762,50;R$2.500.000,00;R$29.526.015,66;.
1601;21/05/2014;8;10;24;45;56;60;0;;R$0,00;90;R$19.047,65;5373;R$455,79;R$3.157.899,01;R$29.281.317,50;R$7.000.000,00;R$29.977.144,11;SORTEIO REALIZADO EM ESTUDIO DE TV.
1602;24/05/2014;8;12;22;35;40;44;1;RIO DE JANEIRO/RJ;R$7.222.388,90;69;R$31.977,36;6039;R$521,94;R$0,00;R$37.687.595,00;R$3.000.000,00;R$30.557.785,55;
1603;28/05/2014;13;20;27;31;53;60;0;;R$0,00;64;R$25.486,21;4652;R$500,89;R$3.004.689,56;R$27.860.697,50;R$7.000.000,00;R$30.987.026,93;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1604;31/05/2014;2;21;24;27;40;51;0;;R$0,00;62;R$35.017,62;5333;R$581,57;R$19.276.829,60;R$37.083.880,00;R$25.000.000,00;R$31.558.367,10;
1605;04/06/2014;9;19;21;30;31;42;0;;R$0,00;87;R$34.579,33;6694;R$642,02;R$24.818.622,91;R$51.385.750,00;R$32.000.000,00;R$32.350.051,87;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1606;07/06/2014;1;15;37;42;46;54;1;MACAÍBA/RN;R$31.599.293,88;101;R$36.444,91;9327;R$563,79;R$0,00;R$62.873.125,00;R$3.000.000,00;R$33.318.719,17;
1607;11/06/2014;7;31;32;41;51;52;0;;R$0,00;91;R$18.299,40;2820;R$843,58;R$3.067.558,10;R$28.443.640,00;R$7.000.000,00;R$33.756.941,77;SORTEIO REALIZADO EM ESTÚDIO DE TV
1608;14/06/2014;5;6;17;43;54;59;0;;R$0,00;79;R$25.432,55;5998;R$478,53;R$6.768.663,83;R$34.318.150,00;R$11.000.000,00;R$34.285.671,16;
1609;18/06/2014;2;6;13;26;53;60;0;;R$0,00;140;R$14.826,54;8573;R$345,88;R$24.995.950,53;R$35.454.782,50;R$30.000.000,00;R$34.831.912,32;Sorteio realizado em Estúdio de TV.
1610;21/06/2014;1;4;9;35;36;53;0;;R$0,00;173;R$15.606,46;9626;R$400,68;R$29.969.484,28;R$46.116.617,50;R$36.000.000,00;R$35.542.417,17;
1611;25/06/2014;24;28;47;50;51;58;0;;R$0,00;97;R$32.077,50;6367;R$698,13;R$35.701.227,50;R$53.147.042,50;R$43.000.000,00;R$36.361.237,63;Sorteio realizado em Estúdio de TV.
1612;28/06/2014;6;13;17;36;42;51;2;"FEIRA DE SANTANA/BA; RIO DE JANEIRO/RJ";R$21.337.822,84;261;R$14.506,18;16822;R$321,52;R$0,00;R$64.669.627,50;R$3.000.000,00;R$37.357.583,11;
1613;02/07/2014;4;18;31;44;46;49;0;;R$0,00;103;R$16.406,04;5801;R$416,14;R$3.112.828,98;R$28.863.410,00;R$7.000.000,00;R$37.802.272,98;Sorteio realizado em Estúdio de TV.
1614;05/07/2014;14;17;21;27;43;49;1;SÃO PAULO/SP;R$6.912.438,29;149;R$13.843,25;7458;R$395,09;R$0,00;R$35.231.515,00;R$20.000.000,00;R$38.345.074,33;
1615;09/07/2014;5;20;26;31;33;44;0;;R$0,00;71;R$30.288,72;5701;R$538,87;R$19.419.358,68;R$36.732.132,50;R$25.000.000,00;R$38.910.995,23;SORTEIO REALIZADO EM ESTÚDIO DE TV
1616;12/07/2014;28;31;40;42;46;58;0;;R$0,00;185;R$17.075,01;6475;R$696,93;R$25.238.343,30;R$53.955.980,00;R$32.000.000,00;R$39.742.278,76;
1617;16/07/2014;3;23;26;31;47;54;2;"UBERLÂNDIA/MG; SANTO ANDRÉ/SP";R$16.075.904,16;265;R$14.162,36;13116;R$408,77;R$0,00;R$64.104.445,00;R$3.000.000,00;R$40.729.916,63;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1618;19/07/2014;9;20;24;43;51;52;1;FLORESTA/PR;R$3.400.793,67;32;R$57.692,04;3161;R$834,34;R$0,00;R$31.533.535,00;R$3.000.000,00;R$41.215.744,32;
1619;23/07/2014;5;8;17;42;46;47;0;;R$0,00;92;R$18.392,04;7438;R$324,98;R$17.707.151,21;R$28.901.780,00;R$22.000.000,00;R$41.661.025,35;Sorteio realizado em Estúdio de TV.
1620;26/07/2014;13;23;27;34;38;57;0;;R$0,00;136;R$21.094,54;9539;R$429,64;R$22.991.887,94;R$49.002.217,50;R$28.000.000,00;R$42.415.987,76;
1621;30/07/2014;10;22;24;38;39;49;1;PORTO ALEGRE/RS;R$29.279.523,38;81;R$42.139,35;6823;R$714,66;R$0,00;R$58.301.500,00;R$3.000.000,00;R$43.314.221,40;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1622;02/08/2014;4;5;7;21;45;53;0;;R$0,00;107;R$17.975,91;7833;R$350,79;R$3.543.145,63;R$32.853.480,00;R$6.500.000,00;R$43.820.385,08;
1623;05/08/2014;33;43;49;50;56;59;0;;R$0,00;28;R$45.968,32;1825;R$1.007,52;R$5.914.143,04;R$21.984.847,50;R$10.000.000,00;R$44.159.099,02;
1624;07/08/2014;2;27;32;41;47;58;0;;R$0,00;76;R$27.192,42;4576;R$645,17;R$23.105.539,15;R$35.299.480,00;R$28.000.000,00;R$44.702.947,47;Sorteio realizado em Estúdio de TV.
1625;09/08/2014;11;22;36;40;45;52;0;;R$0,00;77;R$38.667,21;6419;R$662,62;R$28.590.177,11;R$50.855.782,50;R$35.000.000,00;R$45.486.467,18;
1626;13/08/2014;3;5;14;35;43;52;0;;R$0,00;158;R$24.628,84;12451;R$446,47;R$35.758.465,17;R$66.467.267,50;R$44.000.000,00;R$46.510.508,34;Sorteio realizado em Estúdio de TV.
1627;16/08/2014;20;26;32;41;45;57;1;DORES DO INDAIÁ/MG;R$44.340.626,24;130;R$35.837,60;9306;R$715,18;R$0,00;R$79.577.270,00;R$3.000.000,00;R$47.736.531,37;
1628;20/08/2014;26;29;34;38;50;60;0;;R$0,00;36;R$48.159,74;2795;R$886,14;R$3.193.751,09;R$29.613.752,50;R$6.600.000,00;R$48.192.781,54;SORTEIO REALIZADO EM ESTÚDIO DE TV
1629;23/08/2014;4;20;24;35;47;59;0;;R$0,00;92;R$24.320,52;5701;R$560,67;R$25.261.484,27;R$38.217.960,00;R$33.000.000,00;R$48.781.594,15;
1630;27/08/2014;1;7;30;43;44;54;0;;R$0,00;81;R$39.324,58;6412;R$709,67;R$31.129.126,44;R$54.407.152,50;R$38.000.000,00;R$49.619.828,76;
1631;30/08/2014;4;29;44;47;48;60;0;;R$0,00;140;R$26.864,44;9659;R$556,25;R$38.057.323,60;R$64.241.047,50;R$46.000.000,00;R$50.609.571,23;
1632;03/09/2014;6;18;24;27;56;59;1;Ribeirão Preto/SP;R$46.770.615,69;244;R$19.385,55;16339;R$413,56;R$0,00;R$80.793.170,00;R$3.000.000,00;R$51.854.327,26;
1633;06/09/2014;1;2;11;13;36;49;0;;R$0,00;99;R$18.634,31;7430;R$354,70;R$3.398.309,14;R$31.510.497,50;R$7.000.000,00;R$52.339.800,01;
1634;10/09/2014;9;10;23;33;44;51;1;Curitiba/PR;R$7.065.301,82;110;R$18.096,85;6257;R$454,49;R$0,00;R$34.001.840,00;R$22.000.000,00;R$52.863.656,12;
1635;13/09/2014;8;23;28;30;32;51;0;;R$0,00;112;R$25.026,29;6874;R$582,51;R$23.124.391,25;R$47.876.382,50;R$30.000.000,00;R$53.601.273,12;
1636;17/09/2014;19;26;33;35;51;52;0;;R$0,00;90;R$38.637,27;8474;R$586,22;R$29.530.043,53;R$59.395.800,00;R$37.000.000,00;R$54.516.366,32;
1637;20/09/2014;1;5;24;47;55;56;0;;R$0,00;144;R$28.113,34;11489;R$503,37;R$36.987.476,12;R$69.148.332,50;R$45.000.000,00;R$55.581.713,86;
1638;24/09/2014;1;2;38;41;42;58;0;;R$0,00;143;R$34.576,39;9363;R$754,40;R$46.095.623,18;R$84.454.425,00;R$55.000.000,00;R$56.882.877,73;
1639;27/09/2014;16;29;34;35;49;51;2;"COLATINA/ES; CAMPO GRANDE/MS";R$28.473.749,18;228;R$25.837,80;13321;R$631,76;R$0,00;R$100.622.977,50;R$30.000.000,00;R$58.433.145,63;
1640;01/10/2014;2;6;18;23;31;46;2;"BARRA DO PIRAÍ/RJ; SÃO PAULO/SP";R$15.134.013,55;253;R$12.364,00;12809;R$348,87;R$0,00;R$53.430.132,50;R$3.000.000,00;R$59.256.327,59;
1641;04/10/2014;23;29;30;33;46;51;0;;R$0,00;47;R$42.522,20;4951;R$576,66;R$3.681.526,94;R$34.136.607,50;R$8.000.000,00;R$59.782.260,02;
1642;08/10/2014;3;23;42;43;47;60;0;;R$0,00;53;R$41.286,03;5355;R$583,74;R$7.712.347,30;R$37.375.397,50;R$12.500.000,00;R$60.358.091,51;
1643;11/10/2014;16;19;20;28;37;60;0;;R$0,00;60;R$45.113,02;5152;R$750,54;R$12.698.523,41;R$46.233.842,50;R$18.500.000,00;R$61.070.402,39;
1644;15/10/2014;10;13;16;22;34;60;0;;R$0,00;92;R$30.918,20;8884;R$457,39;R$32.835.875,18;R$48.585.737,50;R$40.000.000,00;R$61.818.948,22;
1645;18/10/2014;8;18;21;31;37;38;0;;R$0,00;137;R$29.198,03;8400;R$680,29;R$40.204.537,38;R$68.325.217,50;R$50.000.000,00;R$62.871.614,25;
1646;22/10/2014;19;23;34;40;41;58;0;;R$0,00;126;R$39.714,43;10700;R$668,09;R$49.422.466,37;R$85.472.367,50;R$60.000.000,00;R$64.188.461,26;
1647;25/10/2014;12;17;23;38;53;54;1;TOBIAS BARRETO/SE;R$61.050.152,43;259;R$24.371,32;20655;R$436,57;R$0,00;R$107.816.610,00;R$3.000.000,00;R$65.849.559,29;
1648;29/10/2014;15;16;18;20;22;48;0;;R$0,00;98;R$17.711,66;5545;R$447,18;R$3.197.419,78;R$29.647.770,00;R$7.000.000,00;R$66.306.333,55;
1649;01/11/2014;24;33;38;42;44;54;0;;R$0,00;99;R$23.864,71;7522;R$448,70;R$30.029.733,19;R$40.355.072,50;R$37.000.000,00;R$66.928.072,00;
1650;05/11/2014;17;23;29;38;57;60;0;;R$0,00;133;R$28.160,94;10962;R$488,10;R$36.929.164,09;R$63.974.315,00;R$45.000.000,00;R$67.913.704,99;
1651;08/11/2014;8;27;35;38;41;44;0;;R$0,00;145;R$31.866,30;12024;R$548,97;R$45.440.820,51;R$78.923.522,50;R$55.000.000,00;R$69.129.655,92;
1652;12/11/2014;7;24;26;28;44;57;0;;R$0,00;391;R$14.612,95;22215;R$367,42;R$55.965.989,43;R$97.593.625,00;R$67.000.000,00;R$70.633.251,50;
1653;14/11/2014;1;21;22;27;32;45;0;;R$0,00;134;R$39.421,72;12071;R$625,17;R$65.696.928,82;R$90.229.207,50;R$80.000.000,00;R$72.023.385,71;
1654;19/11/2014;7;16;33;42;50;58;0;;R$0,00;249;R$34.739,50;19592;R$630,73;R$114.066.712,47;R$147.750.745,00;R$135.000.000,00;R$74.299.736,91;
1655;22/11/2014;7;24;28;46;53;56;2;"CIANORTE/PR; RIO DE JANEIRO/RJ";R$67.657.559,48;704;R$16.384,73;39616;R$415,95;R$0,00;R$197.023.822,50;R$2.500.000,00;R$77.335.223,56;
1656;26/11/2014;4;6;11;43;54;56;0;;R$0,00;55;R$34.902,47;5037;R$544,43;R$3.536.171,17;R$32.788.810,00;R$7.500.000,00;R$77.840.390,89;
1657;29/11/2014;7;10;14;37;45;54;1;BURITAMA/SP;R$8.336.476,39;170;R$15.328,71;9969;R$373,42;R$0,00;R$44.510.372,50;R$3.000.000,00;R$78.526.148,80;
1658;03/12/2014;7;11;19;23;40;49;1;RIO DE JANEIRO/RJ;R$3.748.248,31;110;R$18.497,85;7011;R$414,60;R$0,00;R$34.755.275,00;R$3.000.000,00;R$79.061.612,86;
1659;06/12/2014;4;10;20;33;37;49;0;;R$0,00;95;R$22.938,69;6810;R$457,13;R$27.489.780,03;R$37.221.940,00;R$34.000.000,00;R$79.635.080,08;
1660;10/12/2014;8;17;34;38;42;51;1;BARRA DO PIRAÍ/RJ;R$33.639.041,43;218;R$15.312,71;11526;R$413,74;R$0,00;R$57.018.440,00;R$3.000.000,00;R$80.513.546,01;
1661;13/12/2014;13;16;27;43;48;58;0;;R$0,00;70;R$30.074,43;6712;R$448,06;R$3.878.017,77;R$35.958.550,00;R$8.000.000,00;R$81.067.548,55;
1662;17/12/2014;10;14;25;29;33;57;2;"BRASÍLIA/DF; GUARANIAÇU/PR";R$4.077.429,91;160;R$14.510,72;8641;R$383,83;R$0,00;R$39.656.610,00;R$3.000.000,00;R$81.678.526,00;
1663;20/12/2014;18;20;27;40;49;55;0;;R$0,00;28;R$73.129,68;3524;R$830,07;R$3.771.951,70;R$34.975.062,50;R$8.000.000,00;R$82.217.376,25;
1664;24/12/2014;8;21;23;29;36;48;1;RECIFE/PE;R$7.993.708,78;131;R$17.494,74;8211;R$398,73;R$0,00;R$39.145.840,00;R$240.000.000,00;R$0,00;
1665;31/12/2014;1;5;11;16;20;56;4;"BRASÍLIA/DF; SANTA RITA DO TRIVELATO/MT; SÃO PAULO/SP";R$65.823.888,16;2581;R$19.764,32;168546;R$432,36;R$0,00;R$871.318.160,00;R$3.000.000,00;R$0,00;
1666;03/01/2015;1;2;23;27;45;51;0;;R$0,00;82;R$15.191,80;5042;R$352,95;R$2.294.760,72;R$21.277.950,00;R$5.000.000,00;R$327.822,98;
1667;07/01/2015;7;12;24;44;51;56;1;VILA VELHA/ES;R$5.862.774,49;143;R$13.544,91;7934;R$348,75;R$0,00;R$33.084.067,50;R$3.000.000,00;R$837.539,25;
1668;10/01/2015;5;40;47;52;55;57;0;;R$0,00;42;R$44.770,97;3171;R$847,13;R$3.463.859,02;R$32.118.302,50;R$7.500.000,00;R$1.332.376,26;
1669;14/01/2015;28;29;31;45;48;49;0;;R$0,00;54;R$39.170,42;3941;R$766,73;R$15.671.923,10;R$36.129.242,50;R$20.000.000,00;R$1.889.008,61;
1670;17/01/2015;1;17;19;30;33;47;0;;R$0,00;132;R$22.296,52;10142;R$414,56;R$21.093.498,13;R$50.271.037,50;R$27.000.000,00;R$2.663.519,33;
1671;21/01/2015;21;27;31;45;55;56;0;;R$0,00;71;R$43.701,29;5343;R$829,60;R$26.809.167,31;R$52.997.997,50;R$34.000.000,00;R$3.480.043,52;
1672;24/01/2015;1;3;5;10;20;42;1;SOROCABA/SP;R$33.471.002,88;566;R$6.389,44;28440;R$181,65;R$0,00;R$61.771.235,00;R$3.000.000,00;R$4.431.734,33;
1673;28/01/2015;5;10;23;24;35;47;0;;R$0,00;97;R$17.944,76;7613;R$326,62;R$3.206.444,40;R$29.731.450,00;R$7.500.000,00;R$4.889.797,83;
1674;31/01/2015;22;30;42;50;58;59;0;;R$0,00;49;R$47.493,31;2994;R$1.110,39;R$23.391.433,62;R$39.749.837,50;R$30.000.000,00;R$5.502.211,59;
1675;04/02/2015;3;18;34;35;36;56;1;JUNDIAÍ/SP;R$29.353.109,38;139;R$23.283,01;10903;R$424,04;R$0,00;R$55.279.070,00;R$3.000.000,00;R$6.353.879,57;
1676;07/02/2015;1;2;11;37;48;51;0;;R$0,00;46;R$40.843,61;4406;R$609,17;R$3.460.958,48;R$32.091.407,50;R$7.000.000,00;R$6.848.302,23;
1677;11/02/2015;10;15;28;33;51;52;2;"PARÁ DE MINAS/MG; SÃO PAULO/SP";R$3.678.088,24;154;R$13.730,83;7597;R$397,62;R$0,00;R$36.118.037,50;R$3.000.000,00;R$7.404.761,96;
1678;14/02/2015;9;11;17;19;35;52;0;;R$0,00;111;R$16.634,25;6955;R$379,25;R$3.401.266,30;R$31.537.917,50;R$6.000.000,00;R$7.890.657,16;
1679;18/02/2015;1;2;27;28;46;47;1;Curitiba/PR;R$5.548.048,14;35;R$33.297,02;3289;R$506,18;R$0,00;R$19.905.830,00;R$15.000.000,00;R$8.197.340,29;
1680;21/02/2015;23;37;38;46;47;51;1;PORTO ALEGRE/RS;R$16.547.485,01;298;R$8.541,66;5821;R$624,68;R$0,00;R$43.477.555,00;R$3.000.000,00;R$8.867.185,88;
1681;25/02/2015;1;6;8;11;33;50;1;SÃO PAULO/SP;R$3.031.830,86;90;R$18.287,23;6663;R$352,87;R$0,00;R$28.112.362,50;R$3.000.000,00;R$9.300.304,58;
1682;28/02/2015;7;13;35;37;39;51;0;;R$0,00;201;R$8.894,93;8761;R$291,53;R$3.293.462,01;R$30.538.312,50;R$7.000.000,00;R$9.770.799,18;
1683;04/03/2015;4;12;32;33;34;48;1;SANTO ANDRÉ/SP;R$7.199.799,02;80;R$26.507,29;6925;R$437,45;R$0,00;R$36.221.137,50;R$3.000.000,00;R$10.328.847,34;
1684;07/03/2015;9;12;18;31;39;50;0;;R$0,00;49;R$38.803,85;4143;R$655,62;R$15.082.796,62;R$32.477.135,00;R$20.000.000,00;R$10.829.212,77;
1685;11/03/2015;3;18;31;39;46;51;0;;R$0,00;134;R$21.565,46;7584;R$544,33;R$20.406.061,12;R$49.359.462,50;R$26.000.000,00;R$11.589.679,15;
1686;14/03/2015;9;14;37;44;46;55;3;"SANTA TERESA/ES; IBIUNA/SP; SERTÃOZINHO/SP";R$8.927.028,65;117;R$29.578,87;8999;R$549,38;R$0,00;R$59.111.810,00;R$3.000.000,00;R$12.500.397,00;
1687;18/03/2015;15;24;37;46;49;58;1;RECIFE/PE;R$3.174.732,56;75;R$22.979,02;4522;R$544,45;R$0,00;R$29.437.405,00;R$3.000.000,00;R$12.953.930,24;
1688;21/03/2015;18;23;30;32;42;56;0;;R$0,00;47;R$39.205,52;4355;R$604,44;R$3.394.372,46;R$31.473.995,00;R$7.000.000,00;R$13.438.840,61;
1689;25/03/2015;2;5;13;27;41;53;2;"REDENÇÃO/PA; SÃO PAULO/SP";R$3.610.233,13;185;R$11.227,15;9634;R$307,98;R$0,00;R$35.477.090,00;R$19.000.000,00;R$13.985.425,45;
1690;28/03/2015;21;24;26;35;45;53;0;;R$0,00;63;R$42.636,38;5708;R$672,26;R$18.835.399,50;R$45.880.452,50;R$25.000.000,00;R$14.692.291,77;
1691;01/04/2015;1;10;24;39;45;58;0;;R$0,00;145;R$21.660,17;9387;R$477,97;R$24.620.945,12;R$53.645.920,00;R$32.000.000,00;R$15.518.798,30;
1692;04/04/2015;11;13;14;27;44;56;0;;R$0,00;180;R$17.116,48;12447;R$353,60;R$30.296.410,60;R$52.625.212,50;R$38.000.000,00;R$16.329.579,10;
1693;08/04/2015;5;15;18;19;21;38;0;;R$0,00;178;R$22.383,35;13997;R$406,64;R$37.635.793,70;R$68.053.730,00;R$46.000.000,00;R$17.378.062,41;
1694;11/04/2015;20;29;34;37;45;57;1;TOLEDO/PR;R$46.904.093,93;348;R$14.457,94;10854;R$662,21;R$0,00;R$85.939.430,00;R$25.000.000,00;R$18.702.105,32;
1695;15/04/2015;24;36;38;43;44;58;0;;R$0,00;128;R$22.201,93;8910;R$455,64;R$25.988.372,92;R$48.540.870,00;R$33.000.000,00;R$19.449.959,88;
1696;18/04/2015;1;12;17;31;37;46;1;DIAMANTINA/MG;R$32.909.935,88;135;R$27.832,74;9824;R$546,39;R$0,00;R$64.179.532,50;R$3.000.000,00;R$20.438.754,61;
1697;22/04/2015;8;23;30;51;53;58;0;;R$0,00;62;R$23.627,94;3593;R$582,45;R$2.698.560,23;R$25.022.142,50;R$6.000.000,00;R$20.824.263,23;
1698;25/04/2015;11;13;24;28;44;45;0;;R$0,00;132;R$16.764,14;8869;R$356,43;R$6.774.893,33;R$37.797.410,00;R$11.000.000,00;R$21.406.596,54;
1699;29/04/2015;1;6;10;30;33;38;0;;R$0,00;189;R$12.999,07;9424;R$372,42;R$26.045.125,94;R$41.964.382,50;R$33.000.000,00;R$22.053.129,14;
1700;02/05/2015;15;18;41;48;50;58;1;CAMBUCI/RJ;R$31.494.038,01;65;R$45.507,40;5380;R$785,44;R$0,00;R$50.524.517,50;R$2.500.000,00;R$22.831.545,17;
